y	speed	sentenceSpeed	名詞	動詞	形容詞	副詞	助詞	接続詞	助動詞	連体詞	感動詞	parts_speed	message	interval	sentenceCount	parts	characters
0	5.066666666666666	0.0	1.0666666666666667	0.4666666666666667	0.0	0.06666666666666667	0.6	0.0	0.26666666666666666	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.6, '助動詞': 0.26666666666666666, '名詞': 1.0666666666666667, '副詞': 0.06666666666666667, '動詞': 0.4666666666666667}	 一件落ます 173話 マスクをしない場合の回帰 イベント海域を飲まない 視線を示します 直線が引くなっていることが分かります まだ好きの方が	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 9, '助動詞': 4, '名詞': 16, '副詞': 1, '動詞': 7}	76
0	3.533333333333333	0.0	0.4	0.2	0.06666666666666667	0.0	0.26666666666666666	0.06666666666666667	0.4666666666666667	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.06666666666666667, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.26666666666666666, '助動詞': 0.4666666666666667, '名詞': 0.4, '副詞': 0.0, '動詞': 0.2}	明確ではありませんか 入力変数が多い場合 そのことでしょう それでは 26行きたいと思います	15000	0	{'連体詞': 1, '接続詞': 1, '形容詞': 1, '感動詞': 0, '助詞': 4, '助動詞': 7, '名詞': 6, '副詞': 0, '動詞': 3}	53
0	6.533333333333334	0.06666666666666667	1.0	0.4	0.13333333333333333	0.0	0.8666666666666666	0.0	0.3333333333333333	0.0	0.06666666666666667	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.13333333333333333, '感動詞': 0.06666666666666667, '助詞': 0.8666666666666666, '助動詞': 0.3333333333333333, '名詞': 1.0, '副詞': 0.0, '動詞': 0.4}	 バスケられています pinより大きいです 1990年代の始まりは生物学の分野で推定より大きい という問題が考えられるようになりました 終了の数の和を意味します pen	15000	1	{'連体詞': 0, '接続詞': 0, '形容詞': 2, '感動詞': 1, '助詞': 13, '助動詞': 5, '名詞': 15, '副詞': 0, '動詞': 6}	98
0	6.466666666666667	0.0	1.0666666666666667	0.4666666666666667	0.13333333333333333	0.0	1.1333333333333333	0.06666666666666667	0.3333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.06666666666666667, '形容詞': 0.13333333333333333, '感動詞': 0.0, '助詞': 1.1333333333333333, '助動詞': 0.3333333333333333, '名詞': 1.0666666666666667, '副詞': 0.0, '動詞': 0.4666666666666667}	文字は特定の分野で開放的に持ちられてきました そして特注の和が3より大きい方が 意外に大きい という表現できるようになりました 何かが枯れた時の集合を持ちの方	15000	0	{'連体詞': 0, '接続詞': 1, '形容詞': 2, '感動詞': 0, '助詞': 17, '助動詞': 5, '名詞': 16, '副詞': 0, '動詞': 7}	97
0	5.8	0.0	1.0	0.3333333333333333	0.0	0.0	0.7333333333333334	0.0	0.4	0.13333333333333333	0.0	{'連体詞': 0.13333333333333333, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.7333333333333334, '助動詞': 0.4, '名詞': 1.0, '副詞': 0.0, '動詞': 0.3333333333333333}	して 三文字の言葉 妖怪ます その場合のアプローチとしてはどこに存在する単語の途中で改行ことができます そのような問題は使いますが存在するでしょう	15000	0	{'連体詞': 2, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 11, '助動詞': 6, '名詞': 15, '副詞': 0, '動詞': 5}	87
0	2.2	0.0	0.26666666666666666	0.2	0.0	0.06666666666666667	0.2	0.06666666666666667	0.26666666666666666	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.06666666666666667, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.2, '助動詞': 0.26666666666666666, '名詞': 0.26666666666666666, '副詞': 0.06666666666666667, '動詞': 0.2}	が 次はよくなって取れなければならないでしょう サンプルデータ 画像	15000	0	{'連体詞': 0, '接続詞': 1, '形容詞': 0, '感動詞': 0, '助詞': 3, '助動詞': 4, '名詞': 4, '副詞': 1, '動詞': 3}	33
0	3.6	0.0	0.6	0.4	0.13333333333333333	0.0	0.4	0.0	0.13333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.13333333333333333, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.13333333333333333, '名詞': 0.6, '副詞': 0.0, '動詞': 0.4}	すぎます 長いサンプル数より足町の数が多い聞いためてある 音楽的に証明することができます	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 2, '感動詞': 0, '助詞': 6, '助動詞': 2, '名詞': 9, '副詞': 0, '動詞': 6}	54
1	3.8	0.06666666666666667	0.5333333333333333	0.26666666666666666	0.0	0.06666666666666667	0.4	0.06666666666666667	0.13333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.06666666666666667, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.13333333333333333, '名詞': 0.5333333333333333, '副詞': 0.06666666666666667, '動詞': 0.26666666666666666}	それでは elastic net を使ってみたいと思います サイキットラー もう堕ちることで 先ほどの最小二乗	15000	1	{'連体詞': 0, '接続詞': 1, '形容詞': 0, '感動詞': 0, '助詞': 6, '助動詞': 2, '名詞': 8, '副詞': 1, '動詞': 4}	57
1	3.8	0.06666666666666667	0.6666666666666666	0.13333333333333333	0.0	0.0	0.4666666666666667	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4666666666666667, '助動詞': 0.06666666666666667, '名詞': 0.6666666666666666, '副詞': 0.0, '動詞': 0.13333333333333333}	乗法による開清elastic netによる快適に簡単に変えることができます 生き物はlrという	15000	1	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 7, '助動詞': 1, '名詞': 10, '副詞': 0, '動詞': 2}	57
1	2.4666666666666663	0.13333333333333333	0.4666666666666667	0.13333333333333333	0.0	0.0	0.4666666666666667	0.0	0.26666666666666666	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4666666666666667, '助動詞': 0.26666666666666666, '名詞': 0.4666666666666667, '副詞': 0.0, '動詞': 0.13333333333333333}	名前の変数をしましたが ここではenという変数名を持ちます ような	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 7, '助動詞': 4, '名詞': 7, '副詞': 0, '動詞': 2}	37
1	2.4666666666666663	0.13333333333333333	0.5333333333333333	0.13333333333333333	0.0	0.0	0.4	0.0	0.2	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.2, '名詞': 0.5333333333333333, '副詞': 0.0, '動詞': 0.13333333333333333}	更は上のコードだけです 結果は私たちの想定した通りになります	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 6, '助動詞': 3, '名詞': 8, '副詞': 0, '動詞': 2}	37
1	2.4	0.13333333333333333	0.8	0.13333333333333333	0.0	0.0	0.2	0.0	0.13333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.2, '助動詞': 0.13333333333333333, '名詞': 0.8, '副詞': 0.0, '動詞': 0.13333333333333333}	 大沢5.0 お前は4.6に参加したのにたいして 交差検定 落ちた	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 3, '助動詞': 2, '名詞': 12, '副詞': 0, '動詞': 2}	36
1	1.8	0.2	0.8666666666666666	0.06666666666666667	0.0	0.0	0.06666666666666667	0.0	0.13333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.06666666666666667, '助動詞': 0.13333333333333333, '名詞': 0.8666666666666666, '副詞': 0.0, '動詞': 0.06666666666666667}	 小沢5.4 前は-5.6 2連勝しました 沢菊	15000	3	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 1, '助動詞': 2, '名詞': 13, '副詞': 0, '動詞': 1}	27
1	2.9333333333333336	0.13333333333333333	0.4666666666666667	0.26666666666666666	0.06666666666666667	0.0	0.26666666666666666	0.06666666666666667	0.26666666666666666	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.06666666666666667, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.26666666666666666, '助動詞': 0.26666666666666666, '名詞': 0.4666666666666667, '副詞': 0.0, '動詞': 0.26666666666666666}	きくなりましたが 能力を高くすることができました ちなみに l1罰則行を追加	15000	2	{'連体詞': 0, '接続詞': 1, '形容詞': 1, '感動詞': 0, '助詞': 4, '助動詞': 4, '名詞': 7, '副詞': 0, '動詞': 4}	44
1	2.533333333333333	0.26666666666666666	0.6666666666666666	0.2	0.0	0.0	0.4	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.06666666666666667, '名詞': 0.6666666666666666, '副詞': 0.0, '動詞': 0.2}	めには 足 痩せる方法 l2ラスマス 即行を追加するには グラスを持ちます	15000	4	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 6, '助動詞': 1, '名詞': 10, '副詞': 0, '動詞': 3}	38
1	1.2	0.2	0.26666666666666666	0.06666666666666667	0.0	0.0	0.06666666666666667	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.06666666666666667, '助動詞': 0.06666666666666667, '名詞': 0.26666666666666666, '副詞': 0.0, '動詞': 0.06666666666666667}	 三和 落ちない場合の回帰 電線	15000	3	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 1, '助動詞': 1, '名詞': 4, '副詞': 0, '動詞': 1}	18
1	3.066666666666667	0.2	0.7333333333333334	0.13333333333333333	0.0	0.0	0.3333333333333333	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.3333333333333333, '助動詞': 0.06666666666666667, '名詞': 0.7333333333333334, '副詞': 0.0, '動詞': 0.13333333333333333}	 ドラフト会議の場合 ニッセン お暇します 夏会期の方が直線が水平に近くなる	15000	3	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 5, '助動詞': 1, '名詞': 11, '副詞': 0, '動詞': 2}	46
0	6.8	0.0	1.2666666666666666	0.4	0.0	0.0	0.7333333333333334	0.0	0.13333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.7333333333333334, '助動詞': 0.13333333333333333, '名詞': 1.2666666666666666, '副詞': 0.0, '動詞': 0.4}	ここでは カーネギーメロン大学の-8 ミス京女 今が取り組んでいる問題について考えることにします そこでおこなっている研究背景 レポートのデータマイニングについてです 受験レポート	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 11, '助動詞': 2, '名詞': 19, '副詞': 0, '動詞': 6}	102
0	6.533333333333334	0.0	1.2	0.4	0.0	0.0	0.8666666666666666	0.0	0.2	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.8666666666666666, '助動詞': 0.2, '名詞': 1.2, '副詞': 0.0, '動詞': 0.4}	 とは アメリカに水 石元取引委員会に対する決算報告書のことをいいます ジュエルポットの提出はすべての上場企業で法律により付けられていますすることはできない	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 13, '助動詞': 3, '名詞': 18, '副詞': 0, '動詞': 6}	98
0	6.266666666666667	0.0	0.8666666666666666	0.5333333333333333	0.0	0.06666666666666667	1.0666666666666667	0.06666666666666667	0.3333333333333333	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.06666666666666667, '形容詞': 0.0, '感動詞': 0.0, '助詞': 1.0666666666666667, '助動詞': 0.3333333333333333, '名詞': 0.8666666666666666, '副詞': 0.06666666666666667, '動詞': 0.5333333333333333}	きなっている情報をもとに推測する事です データとして過ごのデータをこちらで実際に何が起こったか という事には全てわかっています では1087このサンプルデータがあります また	15000	0	{'連体詞': 1, '接続詞': 1, '形容詞': 0, '感動詞': 0, '助詞': 16, '助動詞': 5, '名詞': 13, '副詞': 1, '動詞': 8}	94
0	1.7333333333333332	0.0	0.3333333333333333	0.26666666666666666	0.0	0.0	0.26666666666666666	0.0	0.13333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.26666666666666666, '助動詞': 0.13333333333333333, '名詞': 0.3333333333333333, '副詞': 0.0, '動詞': 0.26666666666666666}	個別にいた頃に手を使われています サンプルデータ	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 4, '助動詞': 2, '名詞': 5, '副詞': 0, '動詞': 4}	26
0	6.0	0.0	0.8666666666666666	0.4666666666666667	0.0	0.0	0.6666666666666666	0.0	0.3333333333333333	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.6666666666666666, '助動詞': 0.3333333333333333, '名詞': 0.8666666666666666, '副詞': 0.0, '動詞': 0.4666666666666667}	の活用基盤の問題です ダウンロードできる場所はいくつかあります その情報について記載しています svmlight という方的で用意されています svmlight とは	15000	0	{'連体詞': 1, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 10, '助動詞': 5, '名詞': 13, '副詞': 0, '動詞': 7}	90
0	3.933333333333333	0.0	0.6	0.2	0.06666666666666667	0.0	0.4666666666666667	0.06666666666666667	0.3333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.06666666666666667, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.4666666666666667, '助動詞': 0.3333333333333333, '名詞': 0.6, '副詞': 0.0, '動詞': 0.2}	 サポートベクターマシンのつるであり それが良いされます しかし今のところだけ興味があります 愛知県のベクトルですが	15000	0	{'連体詞': 0, '接続詞': 1, '形容詞': 1, '感動詞': 0, '助詞': 7, '助動詞': 5, '名詞': 9, '副詞': 0, '動詞': 3}	59
0	3.8	0.0	0.7333333333333334	0.3333333333333333	0.06666666666666667	0.0	0.7333333333333334	0.0	0.3333333333333333	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.7333333333333334, '助動詞': 0.3333333333333333, '名詞': 0.7333333333333334, '副詞': 0.0, '動詞': 0.3333333333333333}	 データはウソであるため 目の周りが赤くのお世話になります その値を 見てみることにします 結果は次のようになります	15000	0	{'連体詞': 1, '接続詞': 0, '形容詞': 1, '感動詞': 0, '助詞': 11, '助動詞': 5, '名詞': 11, '副詞': 0, '動詞': 5}	57
0	5.8	0.0	1.2666666666666666	0.5333333333333333	0.0	0.06666666666666667	0.6666666666666666	0.06666666666666667	0.3333333333333333	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.06666666666666667, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.6666666666666666, '助動詞': 0.3333333333333333, '名詞': 1.2666666666666666, '副詞': 0.06666666666666667, '動詞': 0.5333333333333333}	 - 0 .5の間にあることが分かります それでは 最小二乗法5時前何が起こるか見てみることにします方はこちら 仕事 まったく同じであることを強調しておきます	15000	0	{'連体詞': 1, '接続詞': 1, '形容詞': 0, '感動詞': 0, '助詞': 10, '助動詞': 5, '名詞': 19, '副詞': 1, '動詞': 8}	87
0	5.066666666666666	0.0	0.8666666666666666	0.26666666666666666	0.13333333333333333	0.06666666666666667	0.6666666666666666	0.0	0.6	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.13333333333333333, '感動詞': 0.0, '助詞': 0.6666666666666666, '助動詞': 0.6, '名詞': 0.8666666666666666, '副詞': 0.06666666666666667, '動詞': 0.26666666666666666}	のでおしっこするところ 悪い点 0 0 2 5になりますが勝手に出るではありませんでしたが これは丸め誤差が原因です とても可愛い屋台であり という値は	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 2, '感動詞': 0, '助詞': 10, '助動詞': 9, '名詞': 13, '副詞': 1, '動詞': 4}	76
0	4.333333333333333	0.0	0.8	0.3333333333333333	0.06666666666666667	0.06666666666666667	0.5333333333333333	0.0	0.26666666666666666	0.0	0.06666666666666667	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.06666666666666667, '感動詞': 0.06666666666666667, '助詞': 0.5333333333333333, '助動詞': 0.26666666666666666, '名詞': 0.8, '副詞': 0.06666666666666667, '動詞': 0.3333333333333333}	標準編さんに比べて とても小さい値です はい mostの家の値段のれていたことになります 0点 75才になります これは	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 1, '感動詞': 1, '助詞': 8, '助動詞': 4, '名詞': 12, '副詞': 1, '動詞': 5}	65
1	3.533333333333333	0.06666666666666667	0.7333333333333334	0.13333333333333333	0.0	0.0	0.4	0.0	0.0	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.0, '名詞': 0.7333333333333334, '副詞': 0.0, '動詞': 0.13333333333333333}	ここでは カーネギー メロン大学の名手 スミス教授の 研究チームが取り組んでいる問題 英語	15000	1	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 6, '助動詞': 0, '名詞': 11, '副詞': 0, '動詞': 2}	53
1	2.8	0.06666666666666667	0.6	0.26666666666666666	0.0	0.0	0.2	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.2, '助動詞': 0.06666666666666667, '名詞': 0.6, '副詞': 0.0, '動詞': 0.26666666666666666}	えることします そこで おこなっている 天気 上中啓レポートのデータマイニング2	15000	1	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 3, '助動詞': 1, '名詞': 9, '副詞': 0, '動詞': 4}	42
1	2.533333333333333	0.13333333333333333	0.5333333333333333	0.06666666666666667	0.0	0.0	0.26666666666666666	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.26666666666666666, '助動詞': 0.06666666666666667, '名詞': 0.5333333333333333, '副詞': 0.0, '動詞': 0.06666666666666667}	いてです 救急レポートとは アメリカのsec 証券取引委員会	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 4, '助動詞': 1, '名詞': 8, '副詞': 0, '動詞': 1}	38
1	2.7333333333333334	0.06666666666666667	0.5333333333333333	0.13333333333333333	0.0	0.0	0.3333333333333333	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.3333333333333333, '助動詞': 0.06666666666666667, '名詞': 0.5333333333333333, '副詞': 0.0, '動詞': 0.13333333333333333}	 提出する報告書のことをいいます 休憩レポートの提出はすべての	15000	1	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 5, '助動詞': 1, '名詞': 8, '副詞': 0, '動詞': 2}	41
1	3.0	0.13333333333333333	0.4	0.26666666666666666	0.0	0.0	0.4	0.0	0.06666666666666667	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4, '助動詞': 0.06666666666666667, '名詞': 0.4, '副詞': 0.0, '動詞': 0.26666666666666666}	上場企業で法律によって義務づけられています ここで目標とすることは その	15000	2	{'連体詞': 1, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 6, '助動詞': 1, '名詞': 6, '副詞': 0, '動詞': 4}	45
1	2.4666666666666663	0.13333333333333333	0.5333333333333333	0.2	0.0	0.0	0.4666666666666667	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.4666666666666667, '助動詞': 0.06666666666666667, '名詞': 0.5333333333333333, '副詞': 0.0, '動詞': 0.2}	気になっている情報をもとに 企業の株の推移を予測することです	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 7, '助動詞': 1, '名詞': 8, '副詞': 0, '動詞': 3}	37
1	3.4666666666666663	0.13333333333333333	0.4	0.3333333333333333	0.0	0.06666666666666667	0.8	0.0	0.13333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.8, '助動詞': 0.13333333333333333, '名詞': 0.4, '副詞': 0.06666666666666667, '動詞': 0.3333333333333333}	 データとして過去のデータを持ちいるので 実際に何が起こったか ということについては 全に分かっています	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 12, '助動詞': 2, '名詞': 6, '副詞': 1, '動詞': 5}	52
1	1.6666666666666667	0.13333333333333333	0.3333333333333333	0.0	0.0	0.0	0.13333333333333333	0.0	0.0	0.0	0.06666666666666667	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.06666666666666667, '助詞': 0.13333333333333333, '助動詞': 0.0, '名詞': 0.3333333333333333, '副詞': 0.0, '動詞': 0.0}	うデータについては 16万60008075 サンプル	15000	2	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 1, '助詞': 2, '助動詞': 0, '名詞': 5, '副詞': 0, '動詞': 0}	25
1	2.6666666666666665	0.2	0.5333333333333333	0.13333333333333333	0.0	0.0	0.3333333333333333	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.06666666666666667, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.3333333333333333, '助動詞': 0.06666666666666667, '名詞': 0.5333333333333333, '副詞': 0.0, '動詞': 0.13333333333333333}	データがあります また特徴量は 個別の単語に対応する人 その数は	15000	3	{'連体詞': 1, '接続詞': 1, '形容詞': 0, '感動詞': 0, '助詞': 5, '助動詞': 1, '名詞': 8, '副詞': 0, '動詞': 2}	40
1	2.533333333333333	0.06666666666666667	0.6	0.06666666666666667	0.0	0.0	0.3333333333333333	0.0	0.06666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.3333333333333333, '助動詞': 0.06666666666666667, '名詞': 0.6, '副詞': 0.0, '動詞': 0.06666666666666667}	合計で15万365あります 特徴量については 私達のために	15000	1	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 5, '助動詞': 1, '名詞': 9, '副詞': 0, '動詞': 1}	38
0	5.933333333333333	0.0	1.0	0.4	0.0	0.06666666666666667	0.8	0.0	0.3333333333333333	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.8, '助動詞': 0.3333333333333333, '名詞': 1.0, '副詞': 0.06666666666666667, '動詞': 0.4}	先ほどの例では mask parameter wikiに設定しました もちろんそれに設定することができます 名古屋200か何も設定できますとして設定した時に起こして	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 12, '助動詞': 5, '名詞': 15, '副詞': 1, '動詞': 6}	89
0	6.066666666666666	0.0	1.2666666666666666	0.4	0.13333333333333333	0.13333333333333333	0.6666666666666666	0.0	0.4666666666666667	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.13333333333333333, '感動詞': 0.0, '助詞': 0.6666666666666666, '助動詞': 0.4666666666666667, '名詞': 1.2666666666666666, '副詞': 0.13333333333333333, '動詞': 0.4}	もらうことになります もし大きい値を指定した場合 それは可能性が高くなります 学習の結果 すべてのk数が0になります 極短に規制値を指定した場合 隔週であり	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 2, '感動詞': 0, '助詞': 10, '助動詞': 7, '名詞': 19, '副詞': 2, '動詞': 6}	91
0	7.0	0.0	1.0666666666666667	0.4	0.0	0.0	0.6666666666666666	0.06666666666666667	0.4666666666666667	0.13333333333333333	0.0	{'連体詞': 0.13333333333333333, '接続詞': 0.06666666666666667, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.6666666666666666, '助動詞': 0.4666666666666667, '名詞': 1.0666666666666667, '副詞': 0.0, '動詞': 0.4}	 最小二乗法に近づくことになります この状態ではあります それでは最適なパラメータをどのように選択すべきでしょうか パラメータを設定する問題は機械学習で予想する問題です	15000	0	{'連体詞': 2, '接続詞': 1, '形容詞': 0, '感動詞': 0, '助詞': 10, '助動詞': 7, '名詞': 16, '副詞': 0, '動詞': 6}	105
0	4.8	0.0	1.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	0.2	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.0, '感動詞': 0.0, '助詞': 0.6666666666666666, '助動詞': 0.2, '名詞': 1.0, '副詞': 0.0, '動詞': 0.3333333333333333}	 解決桜も散ることです パラメータについてるもじドリル工法 養育費 その中から気をつけてお持ちで最適な値を一つ選びのしますには	15000	0	{'連体詞': 1, '接続詞': 0, '形容詞': 0, '感動詞': 0, '助詞': 10, '助動詞': 3, '名詞': 15, '副詞': 0, '動詞': 5}	72
0	5.4	0.0	0.8666666666666666	0.26666666666666666	0.13333333333333333	0.0	0.6666666666666666	0.0	0.4666666666666667	0.06666666666666667	0.0	{'連体詞': 0.06666666666666667, '接続詞': 0.0, '形容詞': 0.13333333333333333, '感動詞': 0.0, '助詞': 0.6666666666666666, '助動詞': 0.4666666666666667, '名詞': 0.8666666666666666, '副詞': 0.0, '動詞': 0.26666666666666666}	多くの検査が必要になりますがやばい 通常の10倍以上にかかります このテクニックは 何時でも使うことが可能でありできますあります それはおかしい	15000	0	{'連体詞': 1, '接続詞': 0, '形容詞': 2, '感動詞': 0, '助詞': 10, '助動詞': 7, '名詞': 13, '副詞': 0, '動詞': 4}	81
0	4.333333333333333	0.0	0.8666666666666666	0.3333333333333333	0.06666666666666667	0.0	0.6	0.0	0.2	0.0	0.0	{'連体詞': 0.0, '接続詞': 0.0, '形容詞': 0.06666666666666667, '感動詞': 0.0, '助詞': 0.6, '助動詞': 0.2, '名詞': 0.8666666666666666, '副詞': 0.0, '動詞': 0.3333333333333333}	 最適なパラメータを選択するためには何階の方限定を持ちなければならないということです 今やりに何回目で行う	15000	0	{'連体詞': 0, '接続詞': 0, '形容詞': 1, '感動詞': 0, '助詞': 9, '助動詞': 3, '名詞': 13, '副詞': 0, '動詞': 5}	65
